disease,symptom,text
psoriasis,,"My skin is peeling in places, especially on my knees, elbows, and arms. This peeling is often accompanied by a painful or burning sensation. I am also developing small dents on my nails, which is really concerning."
psoriasis,,"My skin has a silvery layer over it, especially on my back and arms. This dusting is made up of small scales that peel off readily when rubbed. Also, there are rashes all over my body."
psoriasis,,"My arms, face and back are all red and irritated. It is frequently irritating and unpleasant. My nails have a strange inflammation and have developed small dents. I have never seen anything like this."
psoriasis,,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. Moreover, my joints pain everyday and I have no idea what is causing it."
psoriasis,,My fingers and soles have pretty thick skin that is cracked severely. These fractures hurt and bleed frequently. The fractures are itchy and covered with scales.
psoriasis,,"My palms and soles have grown and developed severe fissures. These cracks are unpleasant and frequently bleed. Also, the skin is starting to peel off."
psoriasis,,My skin is extremely sensitive and quickly irritated by changes in temperature or humidity. My nails have developed dents on them. I am worried about this sudden change.
psoriasis,,"My skin is breaking out in rashes. When I scratch or rub the rash, it frequently bleeds. In addition, I've observed little dents in my nails. There is a noticeable inflammation in my nails."
psoriasis,,"My skin has a silvery film, particularly on my back, arms and scalp. This dusting is composed of tiny scales that easily peel off when scratched."
psoriasis,,"I have noticed a sudden peeling of skin at different parts of my body, mainly arms, legs and back. Also, I face severe joint pain and skin rashes."
psoriasis,,My skin is very sensitive and reacts easily to changes in temperature or humidity. I often have to be careful about what products I use on my skin.
psoriasis,,"The skin around my mouth, nose, and eyes is red and inflamed. It is often itchy and uncomfortable. There is a noticeable inflammation in my nails."
psoriasis,peeling,
psoriasis,,The skin on my palms and soles is thickened and has deep cracks. These cracks are painful and bleed easily.
psoriasis,,"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms."
psoriasis,,"The skin on my genitals is red and inflamed. It is often itchy, burning, and uncomfortable. There are rashes on different parts of the body too."
psoriasis,,"There is a silver like dusting on my skin, especially on my lower back and scalp. This dusting is made up of small scales that flake off easily when I scratch them."
psoriasis,,"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation."
psoriasis,scaliness,
psoriasis,or roughness,
psoriasis,itchy scalp,
psoriasis,,"I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is red, itchy, and covered in dry, scaly patches."
psoriasis,skin rash,
psoriasis,,"I have been experiencing joint pain in my fingers, wrists, and knees. The pain is often achy and throbbing, and it gets worse when I move my joints."
psoriasis,,"I have red and inflammatory skin around my mouth, nose, and eyes. It is frequently irritating and unpleasant. Recently, it has got very painful."
psoriasis,,"I have experienced fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep."
psoriasis,,The rash on my skin is worse in the winter months when the air is dry. I find that I have to moisturize more frequently and use humidifiers to keep my skin hydrated.
psoriasis,,"I'm having joint discomfort in my fingers, wrists, and knees. The pain is frequently aching and throbbing, and it worsens when I move my joints."
psoriasis,,"For the past few weeks, I've had a skin rash on my arms, legs, and chest. It's red and irritating, with dry, scaly spots. I have a strange pain in my joints too."
psoriasis,,"The rashes on my skin are not healing. Moreover, I have noticed a sudden peeling of the skin, especially the skin on my elbows and knees. I am really worried about this."
psoriasis,skin moles,
psoriasis,joint pain,
psoriasis,itching of skin,
psoriasis,,"The rash on my skin has spread to other parts of my body, including my chest and abdomen. It is itchy and uncomfortable, and it is often worse at night. I am also facing skin peeling."
psoriasis,skin dryness,
psoriasis,,"There is strange pain in my joints. Also, I have noticed strange peeling of skin in different parts of my body. I am afraid there is something wrong going on with my body."
psoriasis,,"I am worried about the constant peeling of the skin on my palm, elbow and knee. I have developed rashes on my arms, which itch if I touch them. All of these are making my life quite discomforting and miserable."
psoriasis,,"I have noticed that my skin has become more sensitive than it used to be. There is a silver like dusting on my skin, especially on my back and elbows."
psoriasis,,"I am starting to have rashes on my skin. The rash often bleeds when I scratch or rub it. Moreover, I have noticed small dents in my nails."
psoriasis,,"My skin is prone to infections due to dry, flaky patches. I am experiencing a strong pain in my joints. The skin on my knees and elbows is starting to peel off."
psoriasis,,"I have experienced difficulty sleeping due to the itching and discomfort caused by the rash. There are small dents in my nails, which is really concerning."
psoriasis,,"My nails have small dents on them. Even my joints have started to pain severely. There is a silver like dusting on my skin, particularly in my back."
psoriasis,,"My skin is peeling, particularly on my knees, elbows, and scalp. This peeling is frequently accompanied by a stinging or burning feeling."
psychosexual disorder,premature ejaculation,
psychosexual disorder,loss of sex drive,
psychosexual disorder,fatigue,
psychosexual disorder,impotence,
psychosexual disorder,pain during intercourse,
psychosexual disorder,involuntary urination,
psychosexual disorder,depression,
psychotic disorder,anxiety and nervousness,
psychotic disorder,hysterical behavior,
psychotic disorder,fears and phobias,
psychotic disorder,temper problems,
psychotic disorder,delusions or hallucinations,
psychotic disorder,hostile behavior,
psychotic disorder,excessive anger,
psychotic disorder,abusing alcohol,
psychotic disorder,depression,
psychotic disorder,insomnia,
psychotic disorder,depressive or psychotic symptoms,
pterygium,symptoms of eye,
pterygium,diminished vision,
pterygium,acne or pimples,
pterygium,spots or clouds in vision,
pterygium,eye redness,
pterygium,foreign body sensation in eye,
pterygium,lacrimation,
pulmonary congestion,sharp chest pain,
pulmonary congestion,decreased heart rate,
pulmonary congestion,shortness of breath,
pulmonary congestion,cough,
pulmonary congestion,nasal congestion,
pulmonary congestion,fever,
pulmonary congestion,weakness,
pulmonary congestion,chest tightness,
pulmonary congestion,leg swelling,
pulmonary embolism,side pain,
pulmonary embolism,weakness,
pulmonary embolism,sweating,
pulmonary embolism,hemoptysis,
pulmonary embolism,difficulty breathing,
pulmonary embolism,leg swelling,
pulmonary embolism,cough,
pulmonary embolism,sharp chest pain,
pulmonary embolism,chest tightness,
pulmonary embolism,shortness of breath,
pulmonary embolism,leg pain,
pulmonary eosinophilia,paresthesia,
pulmonary eosinophilia,nasal congestion,
pulmonary eosinophilia,shortness of breath,
pulmonary eosinophilia,cough,
pulmonary eosinophilia,fever,
pulmonary eosinophilia,dizziness,
pulmonary eosinophilia,sharp chest pain,
pulmonary fibrosis,fever,
pulmonary fibrosis,difficulty breathing,
pulmonary fibrosis,cough,
pulmonary fibrosis,chest tightness,
pulmonary fibrosis,fainting,
pulmonary fibrosis,sharp chest pain,
pulmonary fibrosis,shortness of breath,
pulmonary hypertension,feeling ill,
pulmonary hypertension,difficulty breathing,
pulmonary hypertension,fatigue,
pulmonary hypertension,hemoptysis,
pulmonary hypertension,apnea,
pulmonary hypertension,shortness of breath,
pulmonary hypertension,sharp chest pain,
pulmonary hypertension,palpitations,
pulmonary hypertension,cough,
pulmonic valve disease,shortness of breath,
pulmonic valve disease,emotional symptoms,
pyelonephritis,nausea,
pyelonephritis,suprapubic pain,
pyelonephritis,sharp abdominal pain,
pyelonephritis,vomiting,
pyelonephritis,frequent urination,
pyelonephritis,lower abdominal pain,
pyelonephritis,blood in urine,
pyelonephritis,back pain,
pyelonephritis,low back pain,
pyelonephritis,side pain,
pyelonephritis,painful urination,
pyloric stenosis,cough,
pyloric stenosis,vomiting,
pyloric stenosis,arm stiffness or tightness,
pyogenic skin infection,skin rash,
pyogenic skin infection,foot or toe swelling,
pyogenic skin infection,peripheral edema,
pyogenic skin infection,foot or toe pain,
pyogenic skin infection,skin lesion,
pyogenic skin infection,abnormal appearing skin,
pyogenic skin infection,hand or finger swelling,
pyogenic skin infection,hand or finger pain,
pyogenic skin infection,leg pain,
pyogenic skin infection,skin swelling,
pyogenic skin infection,leg swelling,
raynaud disease,hand or finger pain,
raynaud disease,hand or finger swelling,
raynaud disease,loss of sensation,
reactive arthritis,hip pain,
reactive arthritis,knee lump or mass,
rectal disorder,constipation,
rectal disorder,heartburn,
rectal disorder,cramps and spasms,
rectal disorder,melena,
rectal disorder,rectal bleeding,
rectal disorder,itching of the anus,
rectal disorder,diarrhea,
rectal disorder,sharp abdominal pain,
rectal disorder,blood in stool,
rectal disorder,pain of the anus,
